tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
H,9,A,8,585.8744,586.7627,False
H,9,A,8,586.3511,586.8824,False
H,9,A,8,587.0911,589.8711,False
H,9,A,8,590.4141,591.9021,False
H,9,A,8,592.5196,592.873,False
H,9,A,8,595.3784,595.8527,False
H,9,A,9,603.1642,604.5046,False
H,9,A,9,603.2689,603.652,False
H,9,A,9,605.8413,606.3046,False
H,9,A,9,607.9352,609.5525,False
H,9,A,9,609.9375,610.2973,False
H,9,A,9,610.8813,613.7462,False
H,9,A,9,613.958,616.8196,False
H,9,A,9,616.2375,616.8301,False
H,9,A,9,617.0616,617.4951,False
H,9,A,9,618.0647,619.2611,False
H,9,A,9,619.9229,620.6315,False
H,9,A,9,621.053,621.5646,False
H,9,A,9,621.138,624.7238,False
H,9,A,9,624.7922,626.3254,False
H,9,A,9,626.2304,627.0317,False
H,9,A,9,627.8329,630.4818,False
H,9,A,9,630.3262,630.7715,False
H,9,A,9,631.0695,631.5568,False
H,9,A,9,631.8932,632.3368,False
H,9,A,9,633.4826,634.0139,False
H,9,A,9,634.3466,635.529,False
H,9,A,9,637.3435,637.7979,False
H,9,A,9,637.8264,639.7899,False
H,9,A,9,640.2596,641.2296,False
H,9,A,9,640.3659,641.0904,False
H,9,A,9,641.8639,642.6047,False
H,9,A,9,642.8596,643.1579,False
H,9,A,9,643.2578,643.7996,False
H,9,A,9,644.7342,645.9696,False
H,9,A,9,646.8796,648.374,False
H,9,A,9,648.5079,649.5202,False
H,9,A,9,649.9409,650.4055,False
H,9,A,9,651.0818,651.4197,False
H,9,A,9,651.9245,653.058,False
H,9,A,9,653.1281,656.3134,False
H,9,A,9,655.3542,655.889,False
H,9,A,9,658.1649,659.2221,False
H,9,A,9,658.2034,658.6767,False
H,9,A,9,660.0027,660.7544,False
H,9,A,9,660.8298,661.1839,False
H,9,A,9,661.5378,662.1339,False
H,9,A,9,603.1642,604.5046,False
H,9,A,9,603.2689,603.652,False
H,9,A,9,605.8413,606.3046,False
H,9,A,9,607.9352,609.5525,False
H,9,A,9,609.9375,610.2973,False
H,9,A,9,610.8813,613.7462,False
H,9,A,9,613.958,616.8196,False
H,9,A,9,616.2375,616.8301,False
H,9,A,9,617.0616,617.4951,False
H,9,A,9,618.0647,619.2611,False
H,9,A,9,619.9229,620.6315,False
H,9,A,9,621.053,621.5646,False
H,9,A,9,621.138,624.7238,False
H,9,A,9,624.7922,626.3254,False
H,9,A,9,626.2304,627.0317,False
H,9,A,9,627.8329,630.4818,False
H,9,A,9,630.3262,630.7715,False
H,9,A,9,631.0695,631.5568,False
H,9,A,9,631.8932,632.3368,False
H,9,A,9,633.4826,634.0139,False
H,9,A,9,634.3466,635.529,False
H,9,A,9,637.3435,637.7979,False
H,9,A,9,637.8264,639.7899,False
H,9,A,9,640.2596,641.2296,False
H,9,A,9,640.3659,641.0904,False
H,9,A,9,641.8639,642.6047,False
H,9,A,9,642.8596,643.1579,False
H,9,A,9,643.2578,643.7996,False
H,9,A,9,644.7342,645.9696,False
H,9,A,9,646.8796,648.374,False
H,9,A,9,648.5079,649.5202,False
H,9,A,9,649.9409,650.4055,False
H,9,A,9,651.0818,651.4197,False
H,9,A,9,651.9245,653.058,False
H,9,A,9,653.1281,656.3134,False
H,9,A,9,655.3542,655.889,False
H,9,A,9,658.1649,659.2221,False
H,9,A,9,658.2034,658.6767,False
H,9,A,9,660.0027,660.7544,False
H,9,A,9,660.8298,661.1839,False
H,9,A,9,661.5378,662.1339,False
H,9,A,10,677.1134,677.6897,False
H,9,A,10,677.7773,678.5334,False
H,9,A,10,679.0779,679.2709,False
H,9,A,10,679.3234,680.3934,False
H,9,A,10,681.3787,681.7304,False
H,9,A,10,682.5512,684.6321,False
H,9,A,10,685.6986,687.6618,False
H,9,A,10,688.729,690.8565,False
H,9,A,10,690.9854,692.0794,False
H,9,A,10,692.4416,694.2474,False
H,9,A,10,693.1874,693.5872,False
H,9,A,10,693.6896,697.5398,False
H,9,A,10,695.8593,696.4624,False
H,9,A,10,698.2246,698.6305,False
H,9,A,10,698.8549,701.0997,False
H,9,A,10,701.5785,702.6952,False
H,9,A,10,702.7985,703.2824,False
H,9,A,10,703.3666,704.6349,False
H,9,A,10,705.0679,706.498,False
H,9,A,10,706.6383,706.9294,False
H,9,A,10,706.9246,708.0254,False
H,9,A,10,708.3972,708.683,False
H,9,A,10,708.7846,712.1256,False
H,9,A,10,712.7874,713.0946,False
H,9,A,10,713.2685,714.9304,False
H,9,A,10,715.0058,717.2085,False
H,9,A,10,717.5287,717.9998,False
H,9,A,10,718.727,721.5663,False
H,9,A,10,721.708,722.7654,False
H,9,A,10,723.0185,723.9509,False
H,9,A,10,724.2385,726.3185,False
H,9,A,10,727.2285,728.3526,False
H,9,A,10,729.2226,729.8535,False
H,9,A,10,730.3785,733.8833,False
H,9,A,10,734.5979,734.9275,False
H,9,A,10,735.0522,736.1242,False
H,9,A,10,737.1028,739.0047,False
H,9,A,10,738.3733,738.7818,False
H,9,A,10,739.2423,740.5823,False
H,9,A,10,740.8422,741.1276,False
H,9,A,10,741.2328,742.4622,False
H,9,A,10,741.2637,741.851,False
H,9,A,10,742.4963,746.9222,False
H,9,A,10,747.7602,748.053,False
H,9,A,10,677.1134,677.6897,False
H,9,A,10,677.7773,678.5334,False
H,9,A,10,679.0779,679.2709,False
H,9,A,10,679.3234,680.3934,False
H,9,A,10,681.3787,681.7304,False
H,9,A,10,682.5512,684.6321,False
H,9,A,10,685.6986,687.6618,False
H,9,A,10,688.729,690.8565,False
H,9,A,10,690.9854,692.0794,False
H,9,A,10,692.4416,694.2474,False
H,9,A,10,693.1874,693.5872,False
H,9,A,10,693.6896,697.5398,False
H,9,A,10,695.8593,696.4624,False
H,9,A,10,698.2246,698.6305,False
H,9,A,10,698.8549,701.0997,False
H,9,A,10,701.5785,702.6952,False
H,9,A,10,702.7985,703.2824,False
H,9,A,10,703.3666,704.6349,False
H,9,A,10,705.0679,706.498,False
H,9,A,10,706.6383,706.9294,False
H,9,A,10,706.9246,708.0254,False
H,9,A,10,708.3972,708.683,False
H,9,A,10,708.7846,712.1256,False
H,9,A,10,712.7874,713.0946,False
H,9,A,10,713.2685,714.9304,False
H,9,A,10,715.0058,717.2085,False
H,9,A,10,717.5287,717.9998,False
H,9,A,10,718.727,721.5663,False
H,9,A,10,721.708,722.7654,False
H,9,A,10,723.0185,723.9509,False
H,9,A,10,724.2385,726.3185,False
H,9,A,10,727.2285,728.3526,False
H,9,A,10,729.2226,729.8535,False
H,9,A,10,730.3785,733.8833,False
H,9,A,10,734.5979,734.9275,False
H,9,A,10,735.0522,736.1242,False
H,9,A,10,737.1028,739.0047,False
H,9,A,10,738.3733,738.7818,False
H,9,A,10,739.2423,740.5823,False
H,9,A,10,740.8422,741.1276,False
H,9,A,10,741.2328,742.4622,False
H,9,A,10,741.2637,741.851,False
H,9,A,10,742.4963,746.9222,False
H,9,A,10,747.7602,748.053,False
H,9,A,11,758.6708,759.0478,False
H,9,A,11,758.8743,760.4289,False
H,9,A,11,761.3634,762.1577,False
H,9,A,11,761.6802,762.0834,False
H,9,A,11,763.065,764.4247,False
H,9,A,11,765.4525,765.8242,False
H,9,A,11,765.6436,766.0252,False
H,9,A,11,766.0889,767.2858,False
H,9,A,11,768.1883,770.538,False
H,9,A,11,770.7152,771.2113,False
H,9,A,11,771.7964,774.0052,False
H,9,A,11,774.1246,775.299,False
H,9,A,11,774.9826,775.5052,False
H,9,A,11,775.6742,776.3191,False
H,9,A,11,775.7141,775.9944,False
H,9,A,11,776.063,777.7539,False
H,9,A,11,777.838,778.3254,False
H,9,A,11,778.7652,780.1248,False
H,9,A,11,781.0097,781.4164,False
H,9,A,11,781.9889,782.8457,False
H,9,A,11,783.7018,784.756,False
H,9,A,11,783.8037,786.5837,False
H,9,A,11,785.1879,785.5947,False
H,9,A,11,786.6589,786.9689,False
H,9,A,11,787.4754,788.2987,False
H,9,A,11,788.4863,788.8282,False
H,9,A,11,788.979,793.1537,False
H,9,A,11,793.7887,794.2087,False
H,9,A,11,793.8165,795.4633,False
H,9,A,11,795.3291,796.1787,False
H,9,A,11,796.8187,799.7508,False
H,9,A,11,800.8921,801.6,False
H,9,A,11,801.8724,803.3587,False
H,9,A,11,803.8646,804.2787,False
H,9,A,11,804.7287,806.7944,False
H,9,A,11,808.0304,808.3904,False
H,9,A,11,808.9546,809.4911,False
H,9,A,11,809.8101,810.5212,False
H,9,A,11,810.6597,812.2067,False
H,9,A,11,812.3557,813.0911,False
H,9,A,11,813.9369,815.6346,False
H,9,A,11,815.731,816.7211,False
H,9,A,11,817.3148,817.5747,False
H,9,A,11,817.9894,818.9048,False
H,9,A,11,818.8501,819.3235,False
H,9,A,11,819.4343,819.6868,False
H,9,A,11,819.4883,822.3825,False
H,9,A,11,822.8689,823.8506,False
H,9,A,11,823.2751,823.5448,False
H,9,A,11,824.2403,824.4419,False
H,9,A,11,824.9148,825.4936,False
H,9,A,11,825.6905,826.7711,False
H,9,A,11,826.1075,827.1848,False
H,9,A,11,827.7011,831.9521,False
H,9,A,11,832.6216,833.3334,False
H,9,A,11,833.5914,833.9787,False
H,9,A,11,834.6648,836.0984,False
H,9,A,11,836.3711,837.0464,False
H,9,A,11,838.3611,839.1211,False
H,9,A,11,840.919,841.9201,False
H,9,A,11,840.9382,841.3965,False
H,9,A,11,842.0916,845.1759,False
H,9,A,11,845.4034,846.5901,False
H,9,A,11,846.8177,847.128,False
H,9,A,11,846.8759,848.5591,False
H,9,A,11,848.6257,848.9588,False
H,9,A,11,848.9844,850.3558,False
H,9,A,11,850.8402,853.6203,False
H,9,A,11,853.8188,854.2255,False
H,9,A,11,854.498,857.205,False
H,9,A,11,858.0313,858.4672,False
H,9,A,11,858.1577,859.9906,False
H,9,A,11,860.8637,861.8181,False
H,9,A,11,861.0802,861.8925,False
H,9,A,11,862.4023,863.058,False
H,9,A,11,863.3139,864.0823,False
H,9,A,11,864.2,868.1227,False
H,9,A,11,868.9669,871.0237,False
H,9,A,11,871.2148,871.6824,False
H,9,A,11,873.8385,874.4036,False
H,9,A,11,876.9828,879.2866,False
H,9,A,11,880.0421,880.4848,False
H,9,A,11,880.4457,880.7368,False
H,9,A,11,880.8345,883.121,False
H,9,A,11,883.9486,885.7586,False
H,9,A,11,886.5573,886.9531,False
H,9,A,11,887.1886,889.2138,False
H,9,A,11,889.396,889.915,False
H,9,A,11,890.2286,892.3865,False
H,9,A,11,895.2682,898.4653,False
H,9,A,11,896.9174,897.7912,False
H,9,A,11,899.19,899.9825,False
H,9,A,11,900.3098,903.2498,False
H,9,A,11,903.4453,905.5206,False
H,9,A,11,905.2608,906.7582,False
H,9,A,11,905.8169,907.0908,False
H,9,A,11,908.2572,909.1072,False
H,9,A,11,909.6729,912.0406,False
H,9,A,11,912.1668,914.042,False
H,9,A,11,914.1107,914.4193,False
H,9,A,11,914.4909,917.7156,False
H,9,A,11,918.4673,919.5537,False
H,9,A,11,919.9026,921.4545,False
H,9,A,11,922.0204,923.374,False
H,9,A,11,923.8518,925.2194,False
H,9,A,11,925.4201,927.7604,False
H,9,A,11,928.3503,930.4234,False
H,9,A,11,928.7054,929.007,False
H,9,A,11,929.3532,929.425,False
H,9,A,11,930.9968,931.2739,False
H,9,A,11,931.3966,932.0866,False
H,9,A,11,932.3861,933.3026,False
H,9,A,11,936.4662,937.0979,False
H,9,A,11,937.1862,937.8172,False
H,9,A,11,758.6708,759.0478,False
H,9,A,11,758.8743,760.4289,False
H,9,A,11,761.3634,762.1577,False
H,9,A,11,761.6802,762.0834,False
H,9,A,11,763.065,764.4247,False
H,9,A,11,765.4525,765.8242,False
H,9,A,11,765.6436,766.0252,False
H,9,A,11,766.0889,767.2858,False
H,9,A,11,768.1883,770.538,False
H,9,A,11,770.7152,771.2113,False
H,9,A,11,771.7964,774.0052,False
H,9,A,11,774.1246,775.299,False
H,9,A,11,774.9826,775.5052,False
H,9,A,11,775.6742,776.3191,False
H,9,A,11,775.7141,775.9944,False
H,9,A,11,776.063,777.7539,False
H,9,A,11,777.838,778.3254,False
H,9,A,11,778.7652,780.1248,False
H,9,A,11,781.0097,781.4164,False
H,9,A,11,781.9889,782.8457,False
H,9,A,11,783.7018,784.756,False
H,9,A,11,783.8037,786.5837,False
H,9,A,11,785.1879,785.5947,False
H,9,A,11,786.6589,786.9689,False
H,9,A,11,787.4754,788.2987,False
H,9,A,11,788.4863,788.8282,False
H,9,A,11,788.979,793.1537,False
H,9,A,11,793.7887,794.2087,False
H,9,A,11,793.8165,795.4633,False
H,9,A,11,795.3291,796.1787,False
H,9,A,11,796.8187,799.7508,False
H,9,A,11,800.8921,801.6,False
H,9,A,11,801.8724,803.3587,False
H,9,A,11,803.8646,804.2787,False
H,9,A,11,804.7287,806.7944,False
H,9,A,11,808.0304,808.3904,False
H,9,A,11,808.9546,809.4911,False
H,9,A,11,809.8101,810.5212,False
H,9,A,11,810.6597,812.2067,False
H,9,A,11,812.3557,813.0911,False
H,9,A,11,813.9369,815.6346,False
H,9,A,11,815.731,816.7211,False
H,9,A,11,817.3148,817.5747,False
H,9,A,11,817.9894,818.9048,False
H,9,A,11,818.8501,819.3235,False
H,9,A,11,819.4343,819.6868,False
H,9,A,11,819.4883,822.3825,False
H,9,A,11,822.8689,823.8506,False
H,9,A,11,823.2751,823.5448,False
H,9,A,11,824.2403,824.4419,False
H,9,A,11,824.9148,825.4936,False
H,9,A,11,825.6905,826.7711,False
H,9,A,11,826.1075,827.1848,False
H,9,A,11,827.7011,831.9521,False
H,9,A,11,832.6216,833.3334,False
H,9,A,11,833.5914,833.9787,False
H,9,A,11,834.6648,836.0984,False
H,9,A,11,836.3711,837.0464,False
H,9,A,11,838.3611,839.1211,False
H,9,A,11,840.919,841.9201,False
H,9,A,11,840.9382,841.3965,False
H,9,A,11,842.0916,845.1759,False
H,9,A,11,845.4034,846.5901,False
H,9,A,11,846.8177,847.128,False
H,9,A,11,846.8759,848.5591,False
H,9,A,11,848.6257,848.9588,False
H,9,A,11,848.9844,850.3558,False
H,9,A,11,850.8402,853.6203,False
H,9,A,11,853.8188,854.2255,False
H,9,A,11,854.498,857.205,False
H,9,A,11,858.0313,858.4672,False
H,9,A,11,858.1577,859.9906,False
H,9,A,11,860.8637,861.8181,False
H,9,A,11,861.0802,861.8925,False
H,9,A,11,862.4023,863.058,False
H,9,A,11,863.3139,864.0823,False
H,9,A,11,864.2,868.1227,False
H,9,A,11,868.9669,871.0237,False
H,9,A,11,871.2148,871.6824,False
H,9,A,11,873.8385,874.4036,False
H,9,A,11,876.9828,879.2866,False
H,9,A,11,880.0421,880.4848,False
H,9,A,11,880.4457,880.7368,False
H,9,A,11,880.8345,883.121,False
H,9,A,11,883.9486,885.7586,False
H,9,A,11,886.5573,886.9531,False
H,9,A,11,887.1886,889.2138,False
H,9,A,11,889.396,889.915,False
H,9,A,11,890.2286,892.3865,False
H,9,A,11,895.2682,898.4653,False
H,9,A,11,896.9174,897.7912,False
H,9,A,11,899.19,899.9825,False
H,9,A,11,900.3098,903.2498,False
H,9,A,11,903.4453,905.5206,False
H,9,A,11,905.2608,906.7582,False
H,9,A,11,905.8169,907.0908,False
H,9,A,11,908.2572,909.1072,False
H,9,A,11,909.6729,912.0406,False
H,9,A,11,912.1668,914.042,False
H,9,A,11,914.1107,914.4193,False
H,9,A,11,914.4909,917.7156,False
H,9,A,11,918.4673,919.5537,False
H,9,A,11,919.9026,921.4545,False
H,9,A,11,922.0204,923.374,False
H,9,A,11,923.8518,925.2194,False
H,9,A,11,925.4201,927.7604,False
H,9,A,11,928.3503,930.4234,False
H,9,A,11,928.7054,929.007,False
H,9,A,11,929.3532,929.425,False
H,9,A,11,930.9968,931.2739,False
H,9,A,11,931.3966,932.0866,False
H,9,A,11,932.3861,933.3026,False
H,9,A,11,936.4662,937.0979,False
H,9,A,11,937.1862,937.8172,False
H,9,A,12,952.4425,953.7713,False
H,9,A,12,955.8926,956.8612,False
H,9,A,12,957.2742,958.5521,False
H,9,A,12,960.7716,961.97,False
H,9,A,12,962.2367,964.5375,False
H,9,A,12,964.9413,965.235,False
H,9,A,12,964.97,965.6402,False
H,9,A,12,965.73,965.9316,False
H,9,A,12,966.2782,966.6429,False
H,9,A,12,967.0552,972.3307,False
H,9,A,12,970.6559,971.8419,False
H,9,A,12,972.9203,973.192,False
H,9,A,12,973.2047,973.4019,False
H,9,A,12,973.38,974.05,False
H,9,A,12,974.5506,974.87,False
H,9,A,12,975.064,976.4106,False
H,9,A,12,976.6182,981.74,False
H,9,A,12,982.24,983.63,False
H,9,A,12,984.2712,984.5859,False
H,9,A,12,986.3664,987.8925,False
H,9,A,12,988.2519,990.2312,False
H,9,A,12,991.0346,991.4501,False
H,9,A,12,991.643,993.2112,False
H,9,A,12,993.7309,993.9972,False
H,9,A,12,993.7923,997.406,False
H,9,A,12,998.0912,999.3812,False
H,9,A,12,1000.3912,1000.9912,False
H,9,A,12,1001.4712,1001.7412,False
H,9,A,12,1002.6445,1005.7771,False
H,9,A,12,1006.0277,1007.0421,False
H,9,A,12,1007.3325,1007.6253,False
H,9,A,12,1007.6867,1008.1319,False
H,9,A,12,1008.2328,1009.8302,False
H,9,A,12,1009.8994,1012.0241,False
H,9,A,12,1013.0745,1013.3846,False
H,9,A,12,1013.7841,1014.122,False
H,9,A,12,1014.9972,1015.2479,False
H,9,A,12,1015.4618,1016.2694,False
H,9,A,12,1016.4794,1016.688,False
H,9,A,12,1016.9203,1017.4436,False
H,9,A,12,1017.6914,1018.4915,False
H,9,A,12,1019.5845,1023.7091,False
H,9,A,12,1024.072,1024.2964,False
H,9,A,12,1024.3816,1025.3168,False
H,9,A,12,1025.6337,1026.8361,False
H,9,A,12,1026.9439,1027.393,False
H,9,A,12,1027.5803,1029.8271,False
H,9,A,12,1030.073,1030.4018,False
H,9,A,12,1030.8278,1032.4736,False
H,9,A,12,1031.8673,1032.5037,False
H,9,A,12,1033.5077,1033.7847,False
H,9,A,12,952.4425,953.7713,False
H,9,A,12,955.8926,956.8612,False
H,9,A,12,957.2742,958.5521,False
H,9,A,12,960.7716,961.97,False
H,9,A,12,962.2367,964.5375,False
H,9,A,12,964.9413,965.235,False
H,9,A,12,964.97,965.6402,False
H,9,A,12,965.73,965.9316,False
H,9,A,12,966.2782,966.6429,False
H,9,A,12,967.0552,972.3307,False
H,9,A,12,970.6559,971.8419,False
H,9,A,12,972.9203,973.192,False
H,9,A,12,973.2047,973.4019,False
H,9,A,12,973.38,974.05,False
H,9,A,12,974.5506,974.87,False
H,9,A,12,975.064,976.4106,False
H,9,A,12,976.6182,981.74,False
H,9,A,12,982.24,983.63,False
H,9,A,12,984.2712,984.5859,False
H,9,A,12,986.3664,987.8925,False
H,9,A,12,988.2519,990.2312,False
H,9,A,12,991.0346,991.4501,False
H,9,A,12,991.643,993.2112,False
H,9,A,12,993.7309,993.9972,False
H,9,A,12,993.7923,997.406,False
H,9,A,12,998.0912,999.3812,False
H,9,A,12,1000.3912,1000.9912,False
H,9,A,12,1001.4712,1001.7412,False
H,9,A,12,1002.6445,1005.7771,False
H,9,A,12,1006.0277,1007.0421,False
H,9,A,12,1007.3325,1007.6253,False
H,9,A,12,1007.6867,1008.1319,False
H,9,A,12,1008.2328,1009.8302,False
H,9,A,12,1009.8994,1012.0241,False
H,9,A,12,1013.0745,1013.3846,False
H,9,A,12,1013.7841,1014.122,False
H,9,A,12,1014.9972,1015.2479,False
H,9,A,12,1015.4618,1016.2694,False
H,9,A,12,1016.4794,1016.688,False
H,9,A,12,1016.9203,1017.4436,False
H,9,A,12,1017.6914,1018.4915,False
H,9,A,12,1019.5845,1023.7091,False
H,9,A,12,1024.072,1024.2964,False
H,9,A,12,1024.3816,1025.3168,False
H,9,A,12,1025.6337,1026.8361,False
H,9,A,12,1026.9439,1027.393,False
H,9,A,12,1027.5803,1029.8271,False
H,9,A,12,1030.073,1030.4018,False
H,9,A,12,1030.8278,1032.4736,False
H,9,A,12,1031.8673,1032.5037,False
H,9,A,12,1033.5077,1033.7847,False
H,9,A,13,1040.1408,1040.9864,False
H,9,A,13,1041.1226,1041.5451,False
H,9,A,13,1041.4602,1043.2891,False
H,9,A,13,1044.6586,1045.5175,False
H,9,A,13,1044.6891,1045.1691,False
H,9,A,13,1046.1925,1046.3293,False
H,9,A,13,1046.7735,1047.9745,False
H,9,A,13,1049.678,1052.5025,False
H,9,A,13,1052.6576,1054.2844,False
H,9,A,13,1054.8752,1055.1925,False
H,9,A,13,1056.2427,1057.9691,False
H,9,A,13,1058.413,1059.1391,False
H,9,A,13,1059.8423,1060.9858,False
H,9,A,13,1061.8162,1063.2268,False
H,9,A,13,1063.5154,1064.0826,False
H,9,A,13,1064.4239,1064.7991,False
H,9,A,13,1065.4249,1066.5842,False
H,9,A,13,1067.0952,1068.1577,False
H,9,A,13,1069.6205,1070.42,False
H,9,A,13,1070.7218,1072.8091,False
H,9,A,13,1073.0831,1073.4022,False
H,9,A,13,1073.1891,1074.0933,False
H,9,A,13,1074.288,1074.558,False
H,9,A,13,1074.5675,1075.7469,False
H,9,A,13,1076.3291,1079.0664,False
H,9,A,13,1079.2077,1080.3991,False
H,9,A,13,1081.5161,1082.6416,False
H,9,A,13,1082.7687,1083.9054,False
H,9,A,13,1084.5086,1084.9189,False
H,9,A,13,1085.7668,1086.8607,False
H,9,A,13,1087.0012,1089.6594,False
H,9,A,13,1090.2391,1090.6088,False
H,9,A,13,1091.3147,1092.3691,False
H,9,A,13,1092.6021,1093.3211,False
H,9,A,13,1093.6487,1094.8347,False
H,9,A,13,1095.0512,1095.7791,False
H,9,A,13,1095.9657,1096.3374,False
H,9,A,13,1096.6591,1098.3062,False
H,9,A,13,1098.4491,1098.7291,False
H,9,A,13,1099.4213,1100.6791,False
H,9,A,13,1100.8276,1103.2372,False
H,9,A,13,1103.5114,1103.8822,False
H,9,A,13,1103.7407,1105.0457,False
H,9,A,13,1104.9453,1105.8307,False
H,9,A,13,1105.9367,1107.1064,False
H,9,A,13,1106.1355,1106.4756,False
H,9,A,13,1109.4711,1109.9918,False
H,9,A,13,1109.5867,1110.6537,False
H,9,A,13,1110.906,1111.3686,False
H,9,A,13,1110.9387,1111.6487,False
H,9,A,13,1113.9004,1116.8204,False
H,9,A,13,1117.5124,1119.013,False
H,9,A,13,1118.3549,1120.2404,False
H,9,A,13,1120.4505,1120.8607,False
H,9,A,13,1121.5246,1121.9815,False
H,9,A,13,1121.5263,1122.4653,False
H,9,A,13,1122.6384,1123.9264,False
H,9,A,13,1124.1092,1124.4248,False
H,9,A,13,1125.4855,1126.3909,False
H,9,A,13,1040.1408,1040.9864,False
H,9,A,13,1041.1226,1041.5451,False
H,9,A,13,1041.4602,1043.2891,False
H,9,A,13,1044.6586,1045.5175,False
H,9,A,13,1044.6891,1045.1691,False
H,9,A,13,1046.1925,1046.3293,False
H,9,A,13,1046.7735,1047.9745,False
H,9,A,13,1049.678,1052.5025,False
H,9,A,13,1052.6576,1054.2844,False
H,9,A,13,1054.8752,1055.1925,False
H,9,A,13,1056.2427,1057.9691,False
H,9,A,13,1058.413,1059.1391,False
H,9,A,13,1059.8423,1060.9858,False
H,9,A,13,1061.8162,1063.2268,False
H,9,A,13,1063.5154,1064.0826,False
H,9,A,13,1064.4239,1064.7991,False
H,9,A,13,1065.4249,1066.5842,False
H,9,A,13,1067.0952,1068.1577,False
H,9,A,13,1069.6205,1070.42,False
H,9,A,13,1070.7218,1072.8091,False
H,9,A,13,1073.0831,1073.4022,False
H,9,A,13,1073.1891,1074.0933,False
H,9,A,13,1074.288,1074.558,False
H,9,A,13,1074.5675,1075.7469,False
H,9,A,13,1076.3291,1079.0664,False
H,9,A,13,1079.2077,1080.3991,False
H,9,A,13,1081.5161,1082.6416,False
H,9,A,13,1082.7687,1083.9054,False
H,9,A,13,1084.5086,1084.9189,False
H,9,A,13,1085.7668,1086.8607,False
H,9,A,13,1087.0012,1089.6594,False
H,9,A,13,1090.2391,1090.6088,False
H,9,A,13,1091.3147,1092.3691,False
H,9,A,13,1092.6021,1093.3211,False
H,9,A,13,1093.6487,1094.8347,False
H,9,A,13,1095.0512,1095.7791,False
H,9,A,13,1095.9657,1096.3374,False
H,9,A,13,1096.6591,1098.3062,False
H,9,A,13,1098.4491,1098.7291,False
H,9,A,13,1099.4213,1100.6791,False
H,9,A,13,1100.8276,1103.2372,False
H,9,A,13,1103.5114,1103.8822,False
H,9,A,13,1103.7407,1105.0457,False
H,9,A,13,1104.9453,1105.8307,False
H,9,A,13,1105.9367,1107.1064,False
H,9,A,13,1106.1355,1106.4756,False
H,9,A,13,1109.4711,1109.9918,False
H,9,A,13,1109.5867,1110.6537,False
H,9,A,13,1110.906,1111.3686,False
H,9,A,13,1110.9387,1111.6487,False
H,9,A,13,1113.9004,1116.8204,False
H,9,A,13,1117.5124,1119.013,False
H,9,A,13,1118.3549,1120.2404,False
H,9,A,13,1120.4505,1120.8607,False
H,9,A,13,1121.5246,1121.9815,False
H,9,A,13,1121.5263,1122.4653,False
H,9,A,13,1122.6384,1123.9264,False
H,9,A,13,1124.1092,1124.4248,False
H,9,A,13,1125.4855,1126.3909,False
H,9,A,14,1140.7444,1141.0164,False
H,9,A,14,1141.8263,1144.3238,False
H,9,A,14,1145.1761,1145.5373,False
H,9,A,14,1145.7046,1146.4094,False
H,9,A,14,1146.9838,1147.5727,False
H,9,A,14,1148.6505,1149.8438,False
H,9,A,14,1150.911,1151.9064,False
H,9,A,14,1152.4769,1152.8234,False
H,9,A,14,1153.0421,1153.3559,False
H,9,A,14,1154.0524,1154.9974,False
H,9,A,14,1155.199,1155.8635,False
H,9,A,14,1156.3438,1157.1244,False
H,9,A,14,1157.5478,1157.8844,False
H,9,A,14,1157.6137,1158.7238,False
H,9,A,14,1160.5766,1160.8115,False
H,9,A,14,1161.0517,1161.3147,False
H,9,A,14,1161.8195,1162.6564,False
H,9,A,14,1162.7493,1165.4699,False
H,9,A,14,1166.1056,1167.8435,False
H,9,A,14,1168.0381,1169.4059,False
H,9,A,14,1170.1995,1171.2721,False
H,9,A,14,1170.3134,1170.9214,False
H,9,A,14,1171.0555,1172.1386,False
H,9,A,14,1172.5595,1176.6634,False
H,9,A,14,1172.6455,1172.7682,False
H,9,A,14,1177.3099,1177.6944,False
H,9,A,14,1179.0034,1179.9434,False
H,9,A,14,1180.0534,1180.6375,False
H,9,A,14,1181.3517,1181.7383,False
H,9,A,14,1181.8598,1185.9323,False
H,9,A,14,1186.0757,1186.3834,False
H,9,A,14,1186.1034,1188.1124,False
H,9,A,14,1188.4709,1188.7915,False
H,9,A,14,1188.7634,1190.2745,False
H,9,A,14,1140.7444,1141.0164,False
H,9,A,14,1141.8263,1144.3238,False
H,9,A,14,1145.1761,1145.5373,False
H,9,A,14,1145.7046,1146.4094,False
H,9,A,14,1146.9838,1147.5727,False
H,9,A,14,1148.6505,1149.8438,False
H,9,A,14,1150.911,1151.9064,False
H,9,A,14,1152.4769,1152.8234,False
H,9,A,14,1153.0421,1153.3559,False
H,9,A,14,1154.0524,1154.9974,False
H,9,A,14,1155.199,1155.8635,False
H,9,A,14,1156.3438,1157.1244,False
H,9,A,14,1157.5478,1157.8844,False
H,9,A,14,1157.6137,1158.7238,False
H,9,A,14,1160.5766,1160.8115,False
H,9,A,14,1161.0517,1161.3147,False
H,9,A,14,1161.8195,1162.6564,False
H,9,A,14,1162.7493,1165.4699,False
H,9,A,14,1166.1056,1167.8435,False
H,9,A,14,1168.0381,1169.4059,False
H,9,A,14,1170.1995,1171.2721,False
H,9,A,14,1170.3134,1170.9214,False
H,9,A,14,1171.0555,1172.1386,False
