tt_label,session_number,speaker2,task,ipu2_start_time,ipu2_end_time,overlapped_transition
#,12,A,13,1901.5169,1901.8416,False
X2_O,12,A,13,1901.8416,1907.146,False
#,12,A,13,1907.146,1908.3812,False
X2,12,A,13,1908.3812,1909.491,False
#,12,A,13,1909.491,1913.1279,False
X2,12,A,13,1913.1279,1926.6492,False
#,12,A,13,1926.6492,1927.8653,False
X2,12,A,13,1927.8653,1930.0795,False
#,12,A,13,1930.0795,1933.7587,False
X2,12,A,13,1933.7587,1936.1952,False
#,12,A,13,1936.1952,1938.1735,False
X2,12,A,13,1938.1735,1940.4294,False
#,12,A,13,1940.4294,1957.5827,False
BC,12,A,13,1957.5827,1957.8406,False
#,12,A,13,1957.8406,1971.9537,False
S,12,A,13,1971.9537,1973.0372,False
#,12,A,13,1973.0372,1975.9622,False
S,12,A,13,1975.9622,1981.0789,False
#,12,A,13,1981.0789,1991.197,False
PI,12,A,13,1991.197,1991.4424,False
#,12,A,13,1991.4424,1993.5651,False
BC,12,A,13,1993.5651,1993.8197,False
#,12,A,13,1993.8197,2012.3797,False
O,12,A,13,2012.3797,2013.2909,True
#,12,A,13,2013.2909,2014.333,False
S,12,A,13,2014.333,2024.6716,False
#,12,A,13,2024.6716,2026.2065,False
S,12,A,13,2026.2065,2035.211,False
#,12,A,13,2035.211,2037.6118,False
O,12,A,13,2037.6118,2039.5741,True
#,12,A,13,2039.5741,2043.5593,False
S,12,A,13,2043.5593,2047.8206,False
#,12,A,13,2047.8206,2051.0085,False
X2,12,A,13,2051.0085,2057.1153,False
#,12,A,13,2057.1153,2058.3985,False
X2,12,A,13,2058.3985,2061.5964,False
#,12,A,13,2061.5964,2063.9333,False
X2,12,A,13,2063.9333,2064.9754,False
#,12,A,13,2064.9754,2066.3526,False
X2,12,A,13,2066.3526,2069.9607,False
#,12,A,13,2069.9607,2070.5427,False
X2_O,12,A,13,2070.5427,2087.0286,False
#,12,A,13,2087.0286,2101.0948,False
S,12,A,13,2101.0948,2102.6696,False
BC,12,A,14,2116.1279,2116.4154,False
#,12,A,14,2116.4154,2126.6307,False
BC,12,A,14,2126.6307,2126.934,False
#,12,A,14,2126.934,2144.619,False
S,12,A,14,2144.619,2147.4457,False
#,12,A,14,2147.4457,2148.9724,False
I,12,A,14,2148.9724,2149.6355,True
#,12,A,14,2149.6355,2153.3979,False
S,12,A,14,2153.3979,2153.7549,False
#,12,A,14,2153.7549,2155.0332,False
S,12,A,14,2155.0332,2155.3889,False
#,12,A,14,2155.3889,2174.474,False
BC,12,A,14,2174.474,2174.7299,False
#,12,A,14,2174.7299,2191.3805,False
S,12,A,14,2191.3805,2192.3664,False
#,12,A,14,2192.3664,2193.4936,False
A,12,A,14,2193.4936,2193.6671,False
#,12,A,14,2193.6671,2194.7449,False
I,12,A,14,2194.7449,2195.2877,True
#,12,A,14,2195.2877,2224.3867,False
O,12,A,14,2224.3867,2227.5369,True
#,12,A,14,2227.5369,2228.4384,False
I,12,A,14,2228.4384,2229.0784,True
#,12,A,14,2229.0784,2239.9303,False
S,12,A,14,2239.9303,2255.4463,False
BC,12,B,1,4.0733,4.4954,False
#,12,B,1,4.4954,7.5324,False
BC,12,B,1,7.5324,7.9208,False
#,12,B,1,7.9208,10.875,False
BC,12,B,1,10.875,11.2916,False
#,12,B,1,11.2916,20.3805,False
BC,12,B,1,20.3805,21.0731,False
#,12,B,1,21.0731,29.3711,False
S,12,B,1,29.3711,33.15,False
#,12,B,1,33.15,34.4781,False
A,12,B,1,34.4781,34.9259,False
#,12,B,1,34.9259,35.7359,False
O,12,B,1,35.7359,38.8961,True
#,12,B,1,38.8961,46.8815,False
BC,12,B,1,46.8815,47.3123,False
#,12,B,1,47.3123,53.9384,False
BC,12,B,1,53.9384,54.2834,False
#,12,B,1,54.2834,66.7623,False
BC,12,B,1,66.7623,67.2708,False
#,12,B,1,67.2708,74.6126,False
S,12,B,1,74.6126,75.4847,False
X1,12,B,2,89.0077,91.1821,False
#,12,B,2,91.1821,93.0794,False
X2,12,B,2,93.0794,102.0899,False
#,12,B,2,102.0899,103.4399,False
X2,12,B,2,103.4399,105.8491,False
#,12,B,2,105.8491,106.6218,False
X3,12,B,2,106.6218,122.7856,False
#,12,B,2,122.7856,125.1627,False
X3,12,B,2,125.1627,125.5264,False
#,12,B,2,125.5264,126.8327,False
S,12,B,2,126.8327,147.1138,False
#,12,B,2,147.1138,151.4168,False
S,12,B,2,151.4168,153.2132,False
#,12,B,2,153.2132,154.2866,False
O,12,B,2,154.2866,154.5761,True
#,12,B,2,154.5761,173.0094,False
PI,12,B,2,173.0094,174.2592,False
#,12,B,2,174.2592,179.4571,False
S,12,B,2,179.4571,181.2671,False
#,12,B,2,181.2671,181.4071,False
X3,12,B,2,181.4071,184.1426,False
BC_O,12,B,3,193.3416,193.7723,False
#,12,B,3,193.7723,196.9883,False
BC,12,B,3,196.9883,197.4379,False
#,12,B,3,197.4379,199.0956,False
BC,12,B,3,199.0956,199.4751,False
#,12,B,3,199.4751,208.0403,False
BC_O,12,B,3,208.0403,208.4499,False
#,12,B,3,208.4499,209.98,False
BC,12,B,3,209.98,210.3507,False
#,12,B,3,210.3507,212.9417,False
S,12,B,3,212.9417,213.4978,False
#,12,B,3,213.4978,221.4862,False
BC,12,B,3,221.4862,221.7722,False
#,12,B,3,221.7722,223.3529,False
BC,12,B,3,223.3529,223.6601,False
#,12,B,3,223.6601,226.4035,False
BC,12,B,3,226.4035,226.7661,False
#,12,B,3,226.7661,234.8433,False
BC,12,B,3,234.8433,235.4329,False
#,12,B,3,235.4329,238.5866,False
PI,12,B,3,238.5866,240.2402,False
#,12,B,3,240.2402,243.4438,False
BC,12,B,3,243.4438,243.7263,False
#,12,B,3,243.7263,250.3837,False
BC,12,B,3,250.3837,250.7155,False
#,12,B,3,250.7155,256.9721,False
BC,12,B,3,256.9721,257.5158,False
#,12,B,3,257.5158,266.6688,False
BC,12,B,3,266.6688,267.0961,False
#,12,B,3,267.0961,280.0224,False
BC,12,B,3,280.0224,280.5873,False
#,12,B,3,280.5873,292.6134,False
S,12,B,3,292.6134,306.4913,False
#,12,B,3,306.4913,311.5743,False
BC_O,12,B,3,311.5743,311.9543,False
#,12,B,3,311.9543,317.4361,False
BC,12,B,3,317.4361,317.807,False
#,12,B,3,317.807,321.7251,False
BC_O,12,B,3,321.7251,322.0547,False
#,12,B,3,322.0547,322.6648,False
S,12,B,3,322.6648,322.9103,False
#,12,B,3,322.9103,328.4001,False
PI,12,B,3,328.4001,336.0604,False
X1,12,B,4,346.725,349.1635,False
#,12,B,4,349.1635,351.8133,False
X2,12,B,4,351.8133,354.306,False
#,12,B,4,354.306,355.4368,False
X2,12,B,4,355.4368,372.844,False
#,12,B,4,372.844,382.1698,False
A,12,B,4,382.1698,386.4142,False
#,12,B,4,386.4142,386.562,False
X3,12,B,4,386.562,391.969,False
#,12,B,4,391.969,393.8939,False
S,12,B,4,393.8939,404.9159,False
#,12,B,4,404.9159,411.4073,False
X2,12,B,4,411.4073,411.914,False
#,12,B,4,411.914,416.6734,False
S,12,B,4,416.6734,417.8094,False
#,12,B,4,417.8094,418.0934,False
I,12,B,4,418.0934,419.1748,True
#,12,B,4,419.1748,425.4906,False
S,12,B,4,425.4906,427.725,False
#,12,B,4,427.725,428.1794,False
S,12,B,4,428.1794,432.715,False
#,12,B,4,432.715,433.5115,False
S,12,B,4,433.5115,438.323,False
#,12,B,4,438.323,438.6135,False
X3,12,B,4,438.6135,438.6435,False
BC,12,B,5,473.0382,473.4309,False
#,12,B,5,473.4309,480.2445,False
BC,12,B,5,480.2445,480.7144,False
#,12,B,5,480.7144,521.9441,False
BC,12,B,5,521.9441,522.407,False
#,12,B,5,522.407,534.3522,False
BC,12,B,5,534.3522,534.766,False
#,12,B,5,534.766,540.8032,False
S,12,B,5,540.8032,544.3617,False
#,12,B,5,544.3617,546.5139,False
BC,12,B,5,546.5139,546.9312,False
#,12,B,5,546.9312,551.479,False
BC,12,B,5,551.479,551.7315,False
#,12,B,5,551.7315,553.5994,False
BC,12,B,5,553.5994,554.1745,False
#,12,B,5,554.1745,557.803,False
S,12,B,5,557.803,558.9801,False
#,12,B,5,558.9801,567.9369,False
BC,12,B,5,567.9369,568.399,False
#,12,B,5,568.399,571.1229,False
BC,12,B,5,571.1229,571.4972,False
#,12,B,5,571.4972,572.5629,False
X3,12,B,5,572.5629,582.2881,False
#,12,B,5,582.2881,582.4719,False
X3,12,B,5,582.4719,589.2863,False
#,12,B,5,589.2863,590.3993,False
X3,12,B,5,590.3993,595.8075,False
#,12,B,5,595.8075,603.5746,False
S,12,B,5,603.5746,603.8201,False
#,12,B,5,603.8201,604.2236,False
X3,12,B,5,604.2236,604.5637,False
#,12,B,5,604.5637,606.2258,False
S,12,B,5,606.2258,606.4361,False
#,12,B,5,606.4361,643.8038,False
BC,12,B,5,643.8038,644.2386,False
#,12,B,5,644.2386,647.5043,False
BC,12,B,5,647.5043,647.9111,False
#,12,B,5,647.9111,661.2582,False
S,12,B,5,661.2582,678.2924,False
#,12,B,5,678.2924,679.4524,False
S,12,B,5,679.4524,684.1656,False
#,12,B,5,684.1656,688.1718,False
S,12,B,5,688.1718,691.9191,False
#,12,B,5,691.9191,696.8218,False
A,12,B,5,696.8218,697.2012,False
#,12,B,5,697.2012,698.2718,False
S,12,B,5,698.2718,698.6618,False
#,12,B,5,698.6618,710.147,False
S,12,B,5,710.147,711.9812,False
#,12,B,5,711.9812,717.3122,False
S,12,B,5,717.3122,723.1368,False
#,12,B,5,723.1368,738.2115,False
S,12,B,5,738.2115,741.335,False
#,12,B,5,741.335,748.018,False
O,12,B,5,748.018,749.0594,True
#,12,B,5,749.0594,758.0117,False
PI,12,B,5,758.0117,767.2057,False
#,12,B,5,767.2057,774.0309,False
S,12,B,5,774.0309,774.2675,False
#,12,B,5,774.2675,775.6231,False
PI,12,B,5,775.6231,776.203,False
#,12,B,5,776.203,780.7746,False
S,12,B,5,780.7746,788.8979,False
#,12,B,5,788.8979,788.9759,False
X3,12,B,5,788.9759,789.2915,False
#,12,B,5,789.2915,793.6968,False
BC,12,B,5,793.6968,794.0951,False
#,12,B,5,794.0951,798.067,False
O,12,B,5,798.067,800.0071,True
#,12,B,5,800.0071,810.3812,False
S,12,B,5,810.3812,813.261,False
#,12,B,5,813.261,814.0204,False
O,12,B,5,814.0204,814.521,True
X1,12,B,6,827.5078,829.4855,False
#,12,B,6,829.4855,832.3622,False
X2,12,B,6,832.3622,835.9163,False
#,12,B,6,835.9163,838.7689,False
X2,12,B,6,838.7689,856.3558,False
#,12,B,6,856.3558,858.9674,False
X2,12,B,6,858.9674,871.1459,False
#,12,B,6,871.1459,878.64,False
S,12,B,6,878.64,880.0527,False
#,12,B,6,880.0527,880.6155,False
S,12,B,6,880.6155,881.2432,False
#,12,B,6,881.2432,897.8684,False
X3,12,B,6,897.8684,906.846,False
#,12,B,6,906.846,923.9106,False
BC,12,B,6,923.9106,924.2584,False
#,12,B,6,924.2584,936.1404,False
PI,12,B,6,936.1404,944.5502,False
BC,12,B,7,981.7627,982.1817,False
#,12,B,7,982.1817,985.5153,False
BC_O,12,B,7,985.5153,985.7432,False
#,12,B,7,985.7432,987.7303,False
S,12,B,7,987.7303,998.2597,False
#,12,B,7,998.2597,999.1644,False
S,12,B,7,999.1644,1000.2654,False
#,12,B,7,1000.2654,1010.7228,False
BC,12,B,7,1010.7228,1011.1366,False
#,12,B,7,1011.1366,1018.2559,False
BC,12,B,7,1018.2559,1018.852,False
#,12,B,7,1018.852,1040.9985,False
BC,12,B,7,1040.9985,1041.5104,False
#,12,B,7,1041.5104,1046.9112,False
A,12,B,7,1046.9112,1047.8299,False
#,12,B,7,1047.8299,1049.5651,False
S,12,B,7,1049.5651,1049.7965,False
A,12,B,8,1073.4927,1076.7527,False
#,12,B,8,1076.7527,1078.8064,False
X2,12,B,8,1078.8064,1081.1362,False
#,12,B,8,1081.1362,1081.6644,False
X3,12,B,8,1081.6644,1082.7339,False
#,12,B,8,1082.7339,1085.0351,False
X2,12,B,8,1085.0351,1092.9285,False
#,12,B,8,1092.9285,1095.0291,False
X2,12,B,8,1095.0291,1099.0311,False
#,12,B,8,1099.0311,1100.5293,False
S,12,B,8,1100.5293,1100.8537,False
#,12,B,8,1100.8537,1102.7582,False
S,12,B,8,1102.7582,1141.1828,False
#,12,B,8,1141.1828,1145.7449,False
PI,12,B,8,1145.7449,1146.4971,False
#,12,B,8,1146.4971,1146.854,False
S,12,B,8,1146.854,1160.9348,False
#,12,B,8,1160.9348,1164.0104,False
X2,12,B,8,1164.0104,1164.5794,False
#,12,B,8,1164.5794,1167.2581,False
X3,12,B,8,1167.2581,1169.0691,False
#,12,B,8,1169.0691,1179.1496,False
PI,12,B,8,1179.1496,1180.5698,False
#,12,B,8,1180.5698,1181.0782,False
A,12,B,8,1181.0782,1181.1343,False
#,12,B,8,1181.1343,1181.1869,False
A,12,B,8,1181.1869,1181.2816,False
#,12,B,8,1181.2816,1184.2314,False
BC,12,B,8,1184.2314,1184.5049,False
#,12,B,8,1184.5049,1186.797,False
BC,12,B,8,1186.797,1187.1932,False
#,12,B,8,1187.1932,1189.7802,False
A,12,B,8,1189.7802,1189.9836,False
#,12,B,8,1189.9836,1191.0776,False
BC,12,B,8,1191.0776,1191.3231,False
#,12,B,8,1191.3231,1192.4031,False
BC_O,12,B,8,1192.4031,1192.7467,False
#,12,B,8,1192.7467,1197.8561,False
S,12,B,8,1197.8561,1199.3805,False
#,12,B,8,1199.3805,1201.8534,False
S,12,B,8,1201.8534,1209.0116,False
BC,12,B,9,1224.9717,1225.4135,False
#,12,B,9,1225.4135,1227.7208,False
BC,12,B,9,1227.7208,1228.1766,False
#,12,B,9,1228.1766,1240.9453,False
PI,12,B,9,1240.9453,1242.1656,False
#,12,B,9,1242.1656,1244.3065,False
S,12,B,9,1244.3065,1249.5703,False
#,12,B,9,1249.5703,1250.7271,False
O,12,B,9,1250.7271,1251.0488,True
#,12,B,9,1251.0488,1256.4657,False
S,12,B,9,1256.4657,1256.8584,False
#,12,B,9,1256.8584,1259.5299,False
S,12,B,9,1259.5299,1262.3233,False
#,12,B,9,1262.3233,1274.4554,False
BC,12,B,9,1274.4554,1274.8026,False
#,12,B,9,1274.8026,1278.1224,False
BC,12,B,9,1278.1224,1278.4509,False
#,12,B,9,1278.4509,1283.967,False
BC,12,B,9,1283.967,1284.3316,False
#,12,B,9,1284.3316,1285.3998,False
BC,12,B,9,1285.3998,1285.8766,False
#,12,B,9,1285.8766,1293.6075,False
BC,12,B,9,1293.6075,1293.8607,False
#,12,B,9,1293.8607,1299.0834,False
BC,12,B,9,1299.0834,1299.4634,False
#,12,B,9,1299.4634,1302.0713,False
I,12,B,9,1302.0713,1303.3371,True
#,12,B,9,1303.3371,1304.3374,False
BC,12,B,9,1304.3374,1304.8177,False
#,12,B,9,1304.8177,1310.2276,False
BC,12,B,9,1310.2276,1310.6484,False
#,12,B,9,1310.6484,1313.2432,False
BC,12,B,9,1313.2432,1313.6359,False
#,12,B,9,1313.6359,1322.5083,False
BC,12,B,9,1322.5083,1323.0623,False
#,12,B,9,1323.0623,1330.4454,False
S,12,B,9,1330.4454,1331.4488,False
#,12,B,9,1331.4488,1333.4295,False
S,12,B,9,1333.4295,1333.8432,False
#,12,B,9,1333.8432,1344.4987,False
BC,12,B,9,1344.4987,1344.9826,False
#,12,B,9,1344.9826,1349.7479,False
BC,12,B,9,1349.7479,1350.2178,False
#,12,B,9,1350.2178,1354.5701,False
BC,12,B,9,1354.5701,1354.9278,False
#,12,B,9,1354.9278,1360.7235,False
A,12,B,9,1360.7235,1360.997,False
#,12,B,9,1360.997,1361.6912,False
BC,12,B,9,1361.6912,1362.0489,False
#,12,B,9,1362.0489,1364.8424,False
S,12,B,9,1364.8424,1385.4318,False
#,12,B,9,1385.4318,1391.1032,False
S,12,B,9,1391.1032,1391.3292,False
#,12,B,9,1391.3292,1391.7928,False
S,12,B,9,1391.7928,1393.4884,False
X1,12,B,10,1405.6772,1408.1439,False
#,12,B,10,1408.1439,1409.0373,False
X2,12,B,10,1409.0373,1409.9231,False
#,12,B,10,1409.9231,1412.6139,False
X2,12,B,10,1412.6139,1416.1577,False
#,12,B,10,1416.1577,1417.4023,False
S,12,B,10,1417.4023,1417.6723,False
#,12,B,10,1417.6723,1419.7954,False
X2,12,B,10,1419.7954,1427.4374,False
#,12,B,10,1427.4374,1431.6512,False
PI,12,B,10,1431.6512,1433.0363,False
#,12,B,10,1433.0363,1433.355,False
X3,12,B,10,1433.355,1433.674,False
#,12,B,10,1433.674,1435.0024,False
S,12,B,10,1435.0024,1436.8648,False
#,12,B,10,1436.8648,1438.8086,False
S,12,B,10,1438.8086,1448.2487,False
#,12,B,10,1448.2487,1450.5848,False
X2,12,B,10,1450.5848,1461.3141,False
#,12,B,10,1461.3141,1466.3342,False
X2,12,B,10,1466.3342,1471.8593,False
#,12,B,10,1471.8593,1473.2814,False
X2,12,B,10,1473.2814,1483.7725,False
#,12,B,10,1483.7725,1499.469,False
BC,12,B,10,1499.469,1499.9529,False
#,12,B,10,1499.9529,1506.1437,False
S,12,B,10,1506.1437,1512.4208,False
#,12,B,10,1512.4208,1513.3992,False
X2,12,B,10,1513.3992,1515.1582,False
#,12,B,10,1515.1582,1516.3638,False
X2,12,B,10,1516.3638,1521.3092,False
#,12,B,10,1521.3092,1558.2794,False
S,12,B,10,1558.2794,1558.7563,False
BC,12,B,11,1573.9405,1574.4314,False
#,12,B,11,1574.4314,1580.1088,False
BC,12,B,11,1580.1088,1580.5366,False
#,12,B,11,1580.5366,1582.9047,False
BC,12,B,11,1582.9047,1583.3465,False
#,12,B,11,1583.3465,1594.3589,False
BC,12,B,11,1594.3589,1595.4389,False
#,12,B,11,1595.4389,1595.7615,False
BC,12,B,11,1595.7615,1596.2243,False
#,12,B,11,1596.2243,1608.3646,False
BC_O,12,B,11,1608.3646,1609.15,False
#,12,B,11,1609.15,1617.4113,False
BC,12,B,11,1617.4113,1617.9022,False
#,12,B,11,1617.9022,1618.8213,False
BC,12,B,11,1618.8213,1619.1785,False
#,12,B,11,1619.1785,1625.5857,False
S,12,B,11,1625.5857,1633.4614,False
#,12,B,11,1633.4614,1634.1017,False
S,12,B,11,1634.1017,1638.3463,False
#,12,B,11,1638.3463,1639.0924,False
X3,12,B,11,1639.0924,1639.841,False
#,12,B,11,1639.841,1640.1876,False
S,12,B,11,1640.1876,1640.4576,False
#,12,B,11,1640.4576,1641.3342,False
S,12,B,11,1641.3342,1641.5358,False
#,12,B,11,1641.5358,1643.5799,False
S,12,B,11,1643.5799,1646.2428,False
#,12,B,11,1646.2428,1671.2889,False
BC_O,12,B,11,1671.2889,1671.5414,False
#,12,B,11,1671.5414,1672.5692,False
BC_O,12,B,11,1672.5692,1672.9759,False
#,12,B,11,1672.9759,1682.9881,False
BC,12,B,11,1682.9881,1683.4229,False
#,12,B,11,1683.4229,1689.2862,False
BC,12,B,11,1689.2862,1689.9974,False
#,12,B,11,1689.9974,1693.6202,False
BC,12,B,11,1693.6202,1694.0409,False
#,12,B,11,1694.0409,1706.7964,False
BC,12,B,11,1706.7964,1707.2577,False
#,12,B,11,1707.2577,1709.9575,False
A,12,B,11,1709.9575,1713.9569,False
#,12,B,11,1713.9569,1714.3586,False
X3,12,B,11,1714.3586,1715.4164,False
X1,12,B,12,1723.2625,1730.1794,False
#,12,B,12,1730.1794,1731.0179,False
X3,12,B,12,1731.0179,1732.3668,False
#,12,B,12,1732.3668,1735.7842,False
X2,12,B,12,1735.7842,1751.6758,False
#,12,B,12,1751.6758,1753.6339,False
X2,12,B,12,1753.6339,1757.0285,False
#,12,B,12,1757.0285,1769.6572,False
S,12,B,12,1769.6572,1777.5744,False
#,12,B,12,1777.5744,1778.3587,False
X2,12,B,12,1778.3587,1780.2754,False
#,12,B,12,1780.2754,1782.1158,False
X2,12,B,12,1782.1158,1795.4927,False
#,12,B,12,1795.4927,1802.5411,False
X2,12,B,12,1802.5411,1815.1533,False
#,12,B,12,1815.1533,1817.1047,False
X2,12,B,12,1817.1047,1817.9457,False
#,12,B,12,1817.9457,1818.8233,False
X3,12,B,12,1818.8233,1819.0595,False
#,12,B,12,1819.0595,1822.3146,False
PI,12,B,12,1822.3146,1826.0672,False
#,12,B,12,1826.0672,1827.3947,False
X2,12,B,12,1827.3947,1828.383,False
#,12,B,12,1828.383,1829.3935,False
X2,12,B,12,1829.3935,1833.8675,False
#,12,B,12,1833.8675,1840.0346,False
S,12,B,12,1840.0346,1840.3431,False
BC,12,B,13,1873.2892,1873.717,False
#,12,B,13,1873.717,1881.6109,False
BC,12,B,13,1881.6109,1882.0316,False
#,12,B,13,1882.0316,1901.615,False
BC,12,B,13,1901.615,1901.9026,False
#,12,B,13,1901.9026,1907.1105,False
BC_O,12,B,13,1907.1105,1907.4962,False
#,12,B,13,1907.4962,1911.4117,False
BC,12,B,13,1911.4117,1911.8815,False
#,12,B,13,1911.8815,1926.8992,False
BC,12,B,13,1926.8992,1927.306,False
#,12,B,13,1927.306,1930.5459,False
BC,12,B,13,1930.5459,1930.9807,False
#,12,B,13,1930.9807,1936.599,False
BC,12,B,13,1936.599,1937.1179,False
#,12,B,13,1937.1179,1941.4239,False
S,12,B,13,1941.4239,1957.4465,False
#,12,B,13,1957.4465,1957.5868,False
X3,12,B,13,1957.5868,1966.0908,False
#,12,B,13,1966.0908,1973.8446,False
S,12,B,13,1973.8446,1974.5917,False
#,12,B,13,1974.5917,1982.7348,False
S,12,B,13,1982.7348,1989.3202,False
#,12,B,13,1989.3202,1991.799,False
S,12,B,13,1991.799,1993.2638,False
#,12,B,13,1993.2638,1994.3845,False
X2,12,B,13,1994.3845,2012.6678,False
#,12,B,13,2012.6678,2013.3358,False
S,12,B,13,2013.3358,2014.1076,False
#,12,B,13,2014.1076,2024.98,False
S,12,B,13,2024.98,2026.0596,False
#,12,B,13,2026.0596,2037.1284,False
S,12,B,13,2037.1284,2038.3206,False
#,12,B,13,2038.3206,2040.5083,False
S,12,B,13,2040.5083,2041.3779,False
#,12,B,13,2041.3779,2048.1574,False
BC,12,B,13,2048.1574,2048.6132,False
#,12,B,13,2048.6132,2057.2101,False
BC,12,B,13,2057.2101,2057.6029,False
#,12,B,13,2057.6029,2062.7924,False
BC,12,B,13,2062.7924,2063.1291,False
#,12,B,13,2063.1291,2065.275,False
BC,12,B,13,2065.275,2065.6257,False
#,12,B,13,2065.6257,2066.2717,False
X3,12,B,13,2066.2717,2066.6854,False
#,12,B,13,2066.6854,2070.218,False
BC,12,B,13,2070.218,2070.8352,False
#,12,B,13,2070.8352,2087.8217,False
S,12,B,13,2087.8217,2100.5261,False
#,12,B,13,2100.5261,2103.4626,False
S,12,B,13,2103.4626,2103.8549,False
X1,12,B,14,2113.5679,2115.99,False
#,12,B,14,2115.99,2119.7181,False
X2,12,B,14,2119.7181,2124.8159,False
#,12,B,14,2124.8159,2129.702,False
X2,12,B,14,2129.702,2143.3321,False
#,12,B,14,2143.3321,2148.7237,False
PI,12,B,14,2148.7237,2149.2812,False
#,12,B,14,2149.2812,2152.1189,False
S,12,B,14,2152.1189,2153.0208,False
#,12,B,14,2153.0208,2153.8242,False
S,12,B,14,2153.8242,2154.6728,False
#,12,B,14,2154.6728,2157.3572,False
S,12,B,14,2157.3572,2174.2066,False
#,12,B,14,2174.2066,2175.5572,False
X2,12,B,14,2175.5572,2188.3926,False
#,12,B,14,2188.3926,2193.0207,False
S,12,B,14,2193.0207,2195.2669,False
#,12,B,14,2195.2669,2197.3434,False
S,12,B,14,2197.3434,2224.5241,False
#,12,B,14,2224.5241,2228.1545,False
S,12,B,14,2228.1545,2229.0147,False
#,12,B,14,2229.0147,2230.0438,False
S,12,B,14,2230.0438,2239.8021,False
S,13,A,1,2.5675,7.6093,False
#,13,A,1,7.6093,8.1639,False
X3,13,A,1,8.1639,12.3148,False
#,13,A,1,12.3148,13.0572,False
X2,13,A,1,13.0572,25.8286,False
#,13,A,1,25.8286,29.9357,False
S,13,A,1,29.9357,35.1532,False
#,13,A,1,35.1532,37.4479,False
PI,13,A,1,37.4479,38.3525,False
#,13,A,1,38.3525,43.8195,False
O,13,A,1,43.8195,45.5596,True
#,13,A,1,45.5596,63.9598,False
S,13,A,1,63.9598,66.5594,False
#,13,A,1,66.5594,66.9521,False
X3,13,A,1,66.9521,67.5237,False
#,13,A,1,67.5237,83.2201,False
S,13,A,1,83.2201,86.3419,False
#,13,A,1,86.3419,93.5287,False
BI,13,A,1,93.5287,94.272,True
#,13,A,1,94.272,96.4798,False
S,13,A,1,96.4798,99.536,False
#,13,A,1,99.536,106.8481,False
BC,13,A,1,106.8481,107.174,False
#,13,A,1,107.174,112.5753,False
S,13,A,1,112.5753,112.8488,False
BC,13,A,2,131.5659,131.9235,False
#,13,A,2,131.9235,142.2437,False
BC,13,A,2,142.2437,142.6224,False
#,13,A,2,142.6224,148.5862,False
A,13,A,2,148.5862,148.8246,False
#,13,A,2,148.8246,166.7852,False
BC,13,A,2,166.7852,167.1779,False
#,13,A,2,167.1779,182.0939,False
S,13,A,2,182.0939,189.0075,False
#,13,A,2,189.0075,198.9894,False
BC,13,A,2,198.9894,199.2559,False
#,13,A,2,199.2559,203.3936,False
O,13,A,2,203.3936,213.2313,True
#,13,A,2,213.2313,215.4954,False
S,13,A,2,215.4954,215.7128,False
#,13,A,2,215.7128,219.8415,False
S,13,A,2,219.8415,221.5889,False
O,13,A,3,233.9475,255.0363,True
#,13,A,3,255.0363,256.8294,False
S,13,A,3,256.8294,260.4702,False
#,13,A,3,260.4702,264.1623,False
O,13,A,3,264.1623,269.1278,True
#,13,A,3,269.1278,275.7706,False
S,13,A,3,275.7706,290.0455,False
#,13,A,3,290.0455,292.5669,False
S,13,A,3,292.5669,294.0835,False
S,13,A,4,330.5823,332.0524,False
#,13,A,4,332.0524,334.0706,False
PI,13,A,4,334.0706,335.1041,False
#,13,A,4,335.1041,338.9921,False
BC,13,A,4,338.9921,339.2796,False
#,13,A,4,339.2796,356.017,False
O,13,A,4,356.017,360.0292,True
#,13,A,4,360.0292,361.1612,False
X3,13,A,4,361.1612,361.7362,False
#,13,A,4,361.7362,362.2166,False
S,13,A,4,362.2166,362.9599,False
#,13,A,4,362.9599,365.4701,False
A,13,A,4,365.4701,365.8154,False
#,13,A,4,365.8154,369.7588,False
PI,13,A,4,369.7588,370.3435,False
#,13,A,4,370.3435,374.7473,False
BC,13,A,4,374.7473,375.0874,False
#,13,A,4,375.0874,384.8587,False
S,13,A,4,384.8587,388.9826,False
#,13,A,4,388.9826,390.8226,False
S,13,A,4,390.8226,391.316,False
X1,13,A,5,412.3034,414.9277,False
#,13,A,5,414.9277,415.5255,False
X2_O,13,A,5,415.5255,422.8676,False
#,13,A,5,422.8676,423.9756,False
X2,13,A,5,423.9756,429.2657,False
#,13,A,5,429.2657,429.7753,False
S,13,A,5,429.7753,431.1758,False
#,13,A,5,431.1758,431.8179,False
X2,13,A,5,431.8179,440.9739,False
#,13,A,5,440.9739,446.9213,False
O,13,A,5,446.9213,447.2649,True
#,13,A,5,447.2649,449.3078,False
S,13,A,5,449.3078,456.0392,False
BC,13,A,6,487.822,488.2427,False
#,13,A,6,488.2427,510.0358,False
BC_O,13,A,6,510.0358,510.4566,False
#,13,A,6,510.4566,522.9046,False
S,13,A,6,522.9046,523.8909,False
#,13,A,6,523.8909,537.8569,False
S,13,A,6,537.8569,538.1164,False
X1,13,A,7,547.0079,558.2789,False
#,13,A,7,558.2789,559.2352,False
X2,13,A,7,559.2352,564.2432,False
#,13,A,7,564.2432,567.3247,False
S,13,A,7,567.3247,568.9779,False
#,13,A,7,568.9779,572.8606,False
